"symbol","date","open","high","low","close","volume","SP500_Close"
"^GSPC",1985-02-08,181.820007324219,182.389999389648,181.669998168945,182.190002441406,116500000,182.190002441406
"^GSPC",1985-02-11,182.190002441406,182.190002441406,180.110000610352,180.509994506836,1.04e+08,180.509994506836
"^GSPC",1985-02-12,180.509994506836,180.75,179.449996948242,180.559997558594,111100000,180.559997558594
"^GSPC",1985-02-13,180.559997558594,183.860000610352,180.5,183.350006103516,142500000,183.350006103516
"^GSPC",1985-02-14,183.350006103516,183.949996948242,182.389999389648,182.410003662109,139700000,182.410003662109
"^GSPC",1985-02-15,182.410003662109,182.649993896484,181.229995727539,181.600006103516,106500000,181.600006103516
"^GSPC",1985-02-19,181.600006103516,181.610000610352,180.949996948242,181.330001831055,90400000,181.330001831055
"^GSPC",1985-02-20,181.330001831055,182.100006103516,180.639999389648,181.179992675781,118200000,181.179992675781
"^GSPC",1985-02-21,181.179992675781,181.179992675781,180.020004272461,180.190002441406,1.04e+08,180.190002441406
"^GSPC",1985-02-22,180.190002441406,180.410003662109,179.229995727539,179.360000610352,93680000,179.360000610352
"^GSPC",1985-02-25,179.360000610352,179.360000610352,178.130004882812,179.229995727539,89740000,179.229995727539
"^GSPC",1985-02-26,179.229995727539,181.580001831055,179.160003662109,181.169998168945,114200000,181.169998168945
"^GSPC",1985-02-27,181.169998168945,181.869995117188,180.5,180.710006713867,107700000,180.710006713867
"^GSPC",1985-02-28,180.710006713867,181.210006713867,180.330001831055,181.179992675781,100700000,181.179992675781
"^GSPC",1985-03-01,181.179992675781,183.889999389648,181.160003662109,183.229995727539,139900000,183.229995727539
"^GSPC",1985-03-04,183.229995727539,183.410003662109,181.399993896484,182.059997558594,102100000,182.059997558594
"^GSPC",1985-03-05,182.059997558594,182.649993896484,181.419998168945,182.229995727539,116400000,182.229995727539
"^GSPC",1985-03-06,182.229995727539,182.25,180.589996337891,180.649993896484,116900000,180.649993896484
"^GSPC",1985-03-07,180.649993896484,180.649993896484,179.440002441406,179.509994506836,112100000,179.509994506836
"^GSPC",1985-03-08,179.509994506836,179.970001220703,179.070007324219,179.100006103516,96390000,179.100006103516
"^GSPC",1985-03-11,179.100006103516,179.460006713867,178.149993896484,178.789993286133,84110000,178.789993286133
"^GSPC",1985-03-12,178.789993286133,180.139999389648,178.699996948242,179.660003662109,92840000,179.660003662109
"^GSPC",1985-03-13,179.660003662109,179.960006713867,178.020004272461,178.190002441406,101700000,178.190002441406
"^GSPC",1985-03-14,178.190002441406,178.529998779297,177.610000610352,177.839996337891,103400000,177.839996337891
"^GSPC",1985-03-15,177.839996337891,178.410003662109,176.529998779297,176.529998779297,105200000,176.529998779297
"^GSPC",1985-03-18,176.529998779297,177.660003662109,176.529998779297,176.880004882812,94020000,176.880004882812
"^GSPC",1985-03-19,176.880004882812,179.559997558594,176.869995117188,179.539993286133,119200000,179.539993286133
"^GSPC",1985-03-20,179.539993286133,179.779998779297,178.789993286133,179.080001831055,107500000,179.080001831055
"^GSPC",1985-03-21,179.080001831055,180.220001220703,178.889999389648,179.350006103516,95930000,179.350006103516
"^GSPC",1985-03-22,179.350006103516,179.919998168945,178.860000610352,179.039993286133,99250000,179.039993286133
"^GSPC",1985-03-25,179.039993286133,179.039993286133,177.850006103516,177.970001220703,74040000,177.970001220703
"^GSPC",1985-03-26,177.970001220703,178.860000610352,177.880004882812,178.429992675781,89930000,178.429992675781
"^GSPC",1985-03-27,178.429992675781,179.800003051758,178.429992675781,179.539993286133,1.01e+08,179.539993286133
"^GSPC",1985-03-28,179.539993286133,180.600006103516,179.429992675781,179.539993286133,99780000,179.539993286133
"^GSPC",1985-03-29,179.539993286133,180.660003662109,179.539993286133,180.660003662109,101400000,180.660003662109
"^GSPC",1985-04-01,180.660003662109,181.270004272461,180.429992675781,181.270004272461,89900000,181.270004272461
"^GSPC",1985-04-02,181.270004272461,181.860000610352,180.279998779297,180.529998779297,101700000,180.529998779297
"^GSPC",1985-04-03,180.529998779297,180.529998779297,178.639999389648,179.110000610352,95480000,179.110000610352
"^GSPC",1985-04-04,179.110000610352,179.130004882812,178.289993286133,179.029998779297,86910000,179.029998779297
"^GSPC",1985-04-08,179.029998779297,179.460006713867,177.860000610352,178.029998779297,79960000,178.029998779297
"^GSPC",1985-04-09,178.029998779297,178.669998168945,177.970001220703,178.210006713867,83980000,178.210006713867
"^GSPC",1985-04-10,178.210006713867,179.899993896484,178.210006713867,179.419998168945,108200000,179.419998168945
"^GSPC",1985-04-11,179.419998168945,180.910003662109,179.419998168945,180.190002441406,108400000,180.190002441406
"^GSPC",1985-04-12,180.190002441406,180.550003051758,180.059997558594,180.539993286133,86220000,180.539993286133
"^GSPC",1985-04-15,180.539993286133,181.149993896484,180.449996948242,180.919998168945,80660000,180.919998168945
"^GSPC",1985-04-16,180.919998168945,181.779998779297,180.190002441406,181.199996948242,98480000,181.199996948242
"^GSPC",1985-04-17,181.199996948242,181.910003662109,181.139999389648,181.679992675781,96020000,181.679992675781
"^GSPC",1985-04-18,181.679992675781,182.559997558594,180.75,180.839996337891,100600000,180.839996337891
"^GSPC",1985-04-19,180.839996337891,181.25,180.419998168945,181.110000610352,81110000,181.110000610352
"^GSPC",1985-04-22,181.110000610352,181.229995727539,180.25,180.699996948242,79930000,180.699996948242
"^GSPC",1985-04-23,180.699996948242,181.970001220703,180.339996337891,181.880004882812,108900000,181.880004882812
"^GSPC",1985-04-24,181.880004882812,182.270004272461,181.740005493164,182.259994506836,99600000,182.259994506836
"^GSPC",1985-04-25,182.259994506836,183.429992675781,182.119995117188,183.429992675781,108600000,183.429992675781
"^GSPC",1985-04-26,183.429992675781,183.610000610352,182.110000610352,182.179992675781,86570000,182.179992675781
"^GSPC",1985-04-29,182.179992675781,182.339996337891,180.619995117188,180.630004882812,88860000,180.630004882812
"^GSPC",1985-04-30,180.630004882812,180.630004882812,178.860000610352,179.830001831055,111800000,179.830001831055
"^GSPC",1985-05-01,179.830001831055,180.039993286133,178.350006103516,178.369995117188,101600000,178.369995117188
"^GSPC",1985-05-02,178.369995117188,179.009994506836,178.369995117188,179.009994506836,107700000,179.009994506836
"^GSPC",1985-05-03,179.009994506836,180.300003051758,179.009994506836,180.080001831055,94870000,180.080001831055
"^GSPC",1985-05-06,180.080001831055,180.559997558594,179.820007324219,179.990005493164,85650000,179.990005493164
"^GSPC",1985-05-07,179.990005493164,181.089996337891,179.869995117188,180.759994506836,100200000,180.759994506836
"^GSPC",1985-05-08,180.759994506836,180.759994506836,179.960006713867,180.619995117188,101300000,180.619995117188
"^GSPC",1985-05-09,180.619995117188,181.970001220703,180.619995117188,181.919998168945,1.11e+08,181.919998168945
"^GSPC",1985-05-10,181.919998168945,184.740005493164,181.919998168945,184.279998779297,140300000,184.279998779297
"^GSPC",1985-05-13,184.279998779297,184.610000610352,184.190002441406,184.610000610352,85830000,184.610000610352
"^GSPC",1985-05-14,184.610000610352,185.169998168945,183.649993896484,183.869995117188,97360000,183.869995117188
"^GSPC",1985-05-15,183.869995117188,185.429992675781,183.860000610352,184.539993286133,106100000,184.539993286133
"^GSPC",1985-05-16,184.539993286133,185.740005493164,184.539993286133,185.660003662109,99420000,185.660003662109
"^GSPC",1985-05-17,185.660003662109,187.940002441406,185.470001220703,187.419998168945,124600000,187.419998168945
"^GSPC",1985-05-20,187.419998168945,189.979995727539,187.419998168945,189.720001220703,146300000,189.720001220703
"^GSPC",1985-05-21,189.720001220703,189.809997558594,188.779998779297,189.639999389648,130200000,189.639999389648
"^GSPC",1985-05-22,189.639999389648,189.639999389648,187.710006713867,188.559997558594,101400000,188.559997558594
"^GSPC",1985-05-23,188.559997558594,188.559997558594,187.449996948242,187.600006103516,1.01e+08,187.600006103516
"^GSPC",1985-05-24,187.600006103516,188.289993286133,187.289993286133,188.289993286133,85970000,188.289993286133
"^GSPC",1985-05-28,188.289993286133,188.940002441406,187.380004882812,187.860000610352,90600000,187.860000610352
"^GSPC",1985-05-29,187.860000610352,187.860000610352,187.110000610352,187.679992675781,96540000,187.679992675781
"^GSPC",1985-05-30,187.679992675781,188.039993286133,187.089996337891,187.75,108300000,187.75
"^GSPC",1985-05-31,187.75,189.589996337891,187.449996948242,189.550003051758,134100000,189.550003051758
"^GSPC",1985-06-03,189.550003051758,190.360000610352,188.929992675781,189.320007324219,1.25e+08,189.320007324219
"^GSPC",1985-06-04,189.320007324219,190.270004272461,188.880004882812,190.039993286133,115400000,190.039993286133
"^GSPC",1985-06-05,190.039993286133,191.020004272461,190.039993286133,190.160003662109,143900000,190.160003662109
"^GSPC",1985-06-06,189.75,191.059997558594,189.130004882812,191.059997558594,117200000,191.059997558594
"^GSPC",1985-06-07,191.059997558594,191.289993286133,189.550003051758,189.679992675781,99630000,189.679992675781
"^GSPC",1985-06-10,189.679992675781,189.679992675781,188.820007324219,189.509994506836,87940000,189.509994506836
"^GSPC",1985-06-11,189.509994506836,189.610000610352,188.779998779297,189.039993286133,102100000,189.039993286133
"^GSPC",1985-06-12,189.039993286133,189.039993286133,187.589996337891,187.610000610352,97700000,187.610000610352
"^GSPC",1985-06-13,187.610000610352,187.610000610352,185.029998779297,185.330001831055,1.07e+08,185.330001831055
"^GSPC",1985-06-14,185.330001831055,187.100006103516,185.330001831055,187.100006103516,93090000,187.100006103516
"^GSPC",1985-06-17,187.100006103516,187.100006103516,185.979995727539,186.529998779297,82170000,186.529998779297
"^GSPC",1985-06-18,186.529998779297,187.649993896484,186.509994506836,187.339996337891,106900000,187.339996337891
"^GSPC",1985-06-19,187.339996337891,187.979995727539,186.630004882812,186.630004882812,108300000,186.630004882812
"^GSPC",1985-06-20,186.630004882812,186.740005493164,185.970001220703,186.729995727539,87500000,186.729995727539
"^GSPC",1985-06-21,186.729995727539,189.660003662109,186.429992675781,189.610000610352,125400000,189.610000610352
"^GSPC",1985-06-24,188.770004272461,189.610000610352,187.839996337891,189.149993896484,96040000,189.149993896484
"^GSPC",1985-06-25,189.149993896484,190.960006713867,189.149993896484,189.740005493164,115700000,189.740005493164
"^GSPC",1985-06-26,189.740005493164,190.259994506836,189.440002441406,190.059997558594,94130000,190.059997558594
"^GSPC",1985-06-27,190.059997558594,191.360000610352,190.059997558594,191.229995727539,106700000,191.229995727539
"^GSPC",1985-06-28,191.229995727539,191.850006103516,191.039993286133,191.850006103516,105200000,191.850006103516
"^GSPC",1985-07-01,191.850006103516,192.429992675781,191.169998168945,192.429992675781,96080000,192.429992675781
"^GSPC",1985-07-02,192.429992675781,192.630004882812,191.839996337891,192.009994506836,111100000,192.009994506836
"^GSPC",1985-07-03,192.009994506836,192.080001831055,191.369995117188,191.449996948242,98410000,191.449996948242
"^GSPC",1985-07-05,191.449996948242,192.669998168945,191.449996948242,192.520004272461,62450000,192.520004272461
"^GSPC",1985-07-08,192.470001220703,192.520004272461,191.259994506836,191.929992675781,83670000,191.929992675781
"^GSPC",1985-07-09,191.929992675781,191.929992675781,190.809997558594,191.050003051758,99060000,191.050003051758
"^GSPC",1985-07-10,191.050003051758,192.369995117188,190.990005493164,192.369995117188,108200000,192.369995117188
"^GSPC",1985-07-11,192.369995117188,192.949996948242,192.279998779297,192.940002441406,122800000,192.940002441406
"^GSPC",1985-07-12,192.940002441406,193.320007324219,192.639999389648,193.289993286133,120300000,193.289993286133
"^GSPC",1985-07-15,193.289993286133,193.839996337891,192.550003051758,192.720001220703,103900000,192.720001220703
"^GSPC",1985-07-16,192.720001220703,194.720001220703,192.720001220703,194.720001220703,132500000,194.720001220703
"^GSPC",1985-07-17,194.860000610352,196.070007324219,194.720001220703,195.649993896484,159900000,195.649993896484
"^GSPC",1985-07-18,195.649993896484,195.649993896484,194.339996337891,194.380004882812,131400000,194.380004882812
"^GSPC",1985-07-19,194.380004882812,195.130004882812,194.279998779297,195.130004882812,114800000,195.130004882812
"^GSPC",1985-07-22,195.130004882812,195.130004882812,193.580001831055,194.350006103516,93540000,194.350006103516
"^GSPC",1985-07-23,194.350006103516,194.979995727539,192.279998779297,192.550003051758,143600000,192.550003051758
"^GSPC",1985-07-24,192.550003051758,192.550003051758,190.660003662109,191.580001831055,128600000,191.580001831055
"^GSPC",1985-07-25,191.580001831055,192.229995727539,191.169998168945,192.059997558594,123300000,192.059997558594
"^GSPC",1985-07-26,192.059997558594,192.779998779297,191.580001831055,192.399993896484,1.07e+08,192.399993896484
"^GSPC",1985-07-29,192.399993896484,192.419998168945,189.529998779297,189.600006103516,95960000,189.600006103516
"^GSPC",1985-07-30,189.619995117188,190.050003051758,189.300003051758,189.929992675781,102300000,189.929992675781
"^GSPC",1985-07-31,189.929992675781,191.330001831055,189.929992675781,190.919998168945,124200000,190.919998168945
"^GSPC",1985-08-01,190.919998168945,192.169998168945,190.910003662109,192.110000610352,121500000,192.110000610352
"^GSPC",1985-08-02,192.110000610352,192.110000610352,191.270004272461,191.479995727539,87860000,191.479995727539
"^GSPC",1985-08-05,191.479995727539,191.479995727539,189.949996948242,190.619995117188,79610000,190.619995117188
"^GSPC",1985-08-06,190.619995117188,190.720001220703,187.869995117188,187.929992675781,1.04e+08,187.929992675781
"^GSPC",1985-08-07,187.929992675781,187.929992675781,187.389999389648,187.679992675781,1e+08,187.679992675781
"^GSPC",1985-08-08,187.679992675781,188.960006713867,187.679992675781,188.949996948242,102900000,188.949996948242
"^GSPC",1985-08-09,188.949996948242,189.050003051758,188.110000610352,188.320007324219,81750000,188.320007324219
"^GSPC",1985-08-12,188.320007324219,188.320007324219,187.429992675781,187.630004882812,77340000,187.630004882812
"^GSPC",1985-08-13,187.630004882812,188.149993896484,186.509994506836,187.300003051758,80300000,187.300003051758
"^GSPC",1985-08-14,187.300003051758,187.869995117188,187.300003051758,187.410003662109,85780000,187.410003662109
"^GSPC",1985-08-15,187.410003662109,187.740005493164,186.619995117188,187.259994506836,86100000,187.259994506836
"^GSPC",1985-08-16,187.259994506836,187.259994506836,186.100006103516,186.100006103516,87910000,186.100006103516
"^GSPC",1985-08-19,186.100006103516,186.820007324219,186.100006103516,186.380004882812,67930000,186.380004882812
"^GSPC",1985-08-20,186.380004882812,188.270004272461,186.380004882812,188.080001831055,91230000,188.080001831055
"^GSPC",1985-08-21,188.080001831055,189.160003662109,188.080001831055,189.160003662109,94880000,189.160003662109
"^GSPC",1985-08-22,189.110000610352,189.229995727539,187.199996948242,187.360000610352,90600000,187.360000610352
"^GSPC",1985-08-23,187.220001220703,187.350006103516,186.589996337891,187.169998168945,75270000,187.169998168945
"^GSPC",1985-08-26,187.169998168945,187.440002441406,186.460006713867,187.309997558594,70290000,187.309997558594
"^GSPC",1985-08-27,187.309997558594,188.100006103516,187.309997558594,188.100006103516,82140000,188.100006103516
"^GSPC",1985-08-28,188.100006103516,188.830001831055,187.899993896484,188.830001831055,88530000,188.830001831055
"^GSPC",1985-08-29,188.729995727539,188.940002441406,188.380004882812,188.929992675781,85660000,188.929992675781
"^GSPC",1985-08-30,188.929992675781,189.130004882812,188,188.630004882812,81620000,188.630004882812
"^GSPC",1985-09-03,188.630004882812,188.630004882812,187.380004882812,187.910003662109,81190000,187.910003662109
"^GSPC",1985-09-04,187.910003662109,187.919998168945,186.970001220703,187.369995117188,85510000,187.369995117188
"^GSPC",1985-09-05,187.369995117188,187.520004272461,186.889999389648,187.270004272461,94480000,187.270004272461
"^GSPC",1985-09-06,187.270004272461,188.429992675781,187.270004272461,188.240005493164,95040000,188.240005493164
"^GSPC",1985-09-09,188.240005493164,188.800003051758,187.899993896484,188.25,89850000,188.25
"^GSPC",1985-09-10,188.25,188.259994506836,186.5,186.899993896484,104700000,186.899993896484
"^GSPC",1985-09-11,186.899993896484,186.899993896484,184.789993286133,185.029998779297,100400000,185.029998779297
"^GSPC",1985-09-12,185.029998779297,185.210006713867,183.490005493164,183.690002441406,107100000,183.690002441406
"^GSPC",1985-09-13,183.690002441406,184.190002441406,182.050003051758,182.910003662109,111400000,182.910003662109
"^GSPC",1985-09-16,182.910003662109,182.910003662109,182.449996948242,182.880004882812,66700000,182.880004882812
"^GSPC",1985-09-17,182.880004882812,182.880004882812,180.779998779297,181.360000610352,111900000,181.360000610352
"^GSPC",1985-09-18,181.360000610352,181.830001831055,180.809997558594,181.710006713867,105700000,181.710006713867
"^GSPC",1985-09-19,181.710006713867,183.399993896484,181.710006713867,183.389999389648,100300000,183.389999389648
"^GSPC",1985-09-20,183.389999389648,183.990005493164,182.039993286133,182.050003051758,101400000,182.050003051758
"^GSPC",1985-09-23,182.050003051758,184.649993896484,182.050003051758,184.300003051758,104800000,184.300003051758
"^GSPC",1985-09-24,184.300003051758,184.300003051758,182.419998168945,182.619995117188,97870000,182.619995117188
"^GSPC",1985-09-25,182.619995117188,182.619995117188,180.619995117188,180.660003662109,92120000,180.660003662109
"^GSPC",1985-09-26,180.660003662109,181.289993286133,179.449996948242,181.289993286133,106100000,181.289993286133
"^GSPC",1985-09-30,181.300003051758,182.080001831055,181.220001220703,182.080001831055,103600000,182.080001831055
"^GSPC",1985-10-01,182.059997558594,185.080001831055,182.020004272461,185.070007324219,130200000,185.070007324219
"^GSPC",1985-10-02,185.070007324219,185.940002441406,184.059997558594,184.059997558594,147300000,184.059997558594
"^GSPC",1985-10-03,184.059997558594,185.169998168945,183.589996337891,184.360000610352,127500000,184.360000610352
"^GSPC",1985-10-04,184.360000610352,184.360000610352,182.649993896484,183.220001220703,101200000,183.220001220703
"^GSPC",1985-10-07,183.220001220703,183.220001220703,181.300003051758,181.869995117188,95550000,181.869995117188
"^GSPC",1985-10-08,181.869995117188,182.300003051758,181.160003662109,181.869995117188,97170000,181.869995117188
"^GSPC",1985-10-09,181.869995117188,183.270004272461,181.869995117188,182.520004272461,99140000,182.520004272461
"^GSPC",1985-10-10,182.520004272461,182.789993286133,182.050003051758,182.779998779297,90910000,182.779998779297
"^GSPC",1985-10-11,182.779998779297,184.279998779297,182.610000610352,184.279998779297,96370000,184.279998779297
"^GSPC",1985-10-14,184.309997558594,186.369995117188,184.279998779297,186.369995117188,78540000,186.369995117188
"^GSPC",1985-10-15,186.369995117188,187.160003662109,185.660003662109,186.080001831055,110400000,186.080001831055
"^GSPC",1985-10-16,186.080001831055,187.979995727539,186.080001831055,187.979995727539,117400000,187.979995727539
"^GSPC",1985-10-17,187.979995727539,188.520004272461,187.419998168945,187.660003662109,140500000,187.660003662109
"^GSPC",1985-10-18,187.660003662109,188.110000610352,186.889999389648,187.039993286133,107100000,187.039993286133
"^GSPC",1985-10-21,187.039993286133,187.300003051758,186.789993286133,186.960006713867,95680000,186.960006713867
"^GSPC",1985-10-22,186.960006713867,188.559997558594,186.960006713867,188.039993286133,111300000,188.039993286133
"^GSPC",1985-10-23,188.039993286133,189.089996337891,188.039993286133,189.089996337891,121700000,189.089996337891
"^GSPC",1985-10-24,189.089996337891,189.449996948242,188.410003662109,188.5,123100000,188.5
"^GSPC",1985-10-25,188.5,188.509994506836,187.320007324219,187.520004272461,101800000,187.520004272461
"^GSPC",1985-10-28,187.520004272461,187.759994506836,186.929992675781,187.759994506836,97880000,187.759994506836
"^GSPC",1985-10-29,187.759994506836,189.779998779297,187.759994506836,189.229995727539,110600000,189.229995727539
"^GSPC",1985-10-30,189.229995727539,190.089996337891,189.139999389648,190.070007324219,120400000,190.070007324219
"^GSPC",1985-10-31,190.070007324219,190.149993896484,189.350006103516,189.820007324219,121500000,189.820007324219
"^GSPC",1985-11-01,189.820007324219,191.529998779297,189.369995117188,191.529998779297,129400000,191.529998779297
"^GSPC",1985-11-04,191.449996948242,191.960006713867,190.660003662109,191.25,104900000,191.25
"^GSPC",1985-11-05,191.25,192.429992675781,190.990005493164,192.369995117188,119200000,192.369995117188
"^GSPC",1985-11-06,192.369995117188,193.009994506836,191.830001831055,192.759994506836,129500000,192.759994506836
"^GSPC",1985-11-07,192.779998779297,192.960006713867,192.160003662109,192.619995117188,1.19e+08,192.619995117188
"^GSPC",1985-11-08,192.619995117188,193.970001220703,192.529998779297,193.720001220703,1.15e+08,193.720001220703
"^GSPC",1985-11-11,193.720001220703,197.289993286133,193.699996948242,197.279998779297,126500000,197.279998779297
"^GSPC",1985-11-12,197.279998779297,198.660003662109,196.970001220703,198.080001831055,170800000,198.080001831055
"^GSPC",1985-11-13,198.080001831055,198.110000610352,196.910003662109,197.100006103516,109700000,197.100006103516
"^GSPC",1985-11-14,197.100006103516,199.190002441406,196.880004882812,199.059997558594,124900000,199.059997558594
"^GSPC",1985-11-15,199.059997558594,199.580001831055,197.899993896484,198.110000610352,130200000,198.110000610352
"^GSPC",1985-11-18,198.110000610352,198.710006713867,197.509994506836,198.710006713867,108400000,198.710006713867
"^GSPC",1985-11-19,198.710006713867,199.520004272461,198.009994506836,198.669998168945,126100000,198.669998168945
"^GSPC",1985-11-20,198.669998168945,199.199996948242,198.520004272461,198.990005493164,105100000,198.990005493164
"^GSPC",1985-11-21,198.990005493164,201.429992675781,198.990005493164,201.410003662109,150300000,201.410003662109
"^GSPC",1985-11-22,201.410003662109,202.009994506836,201.050003051758,201.520004272461,133800000,201.520004272461
"^GSPC",1985-11-25,201.520004272461,201.520004272461,200.080001831055,200.350006103516,91710000,200.350006103516
"^GSPC",1985-11-26,200.350006103516,201.160003662109,200.110000610352,200.669998168945,123100000,200.669998168945
"^GSPC",1985-11-27,200.669998168945,202.649993896484,200.669998168945,202.539993286133,143700000,202.539993286133
"^GSPC",1985-11-29,202.539993286133,203.399993896484,201.919998168945,202.169998168945,84060000,202.169998168945
"^GSPC",1985-12-02,202.169998168945,202.190002441406,200.199996948242,200.460006713867,103500000,200.460006713867
"^GSPC",1985-12-03,200.460006713867,200.979995727539,200.100006103516,200.860000610352,109700000,200.860000610352
"^GSPC",1985-12-04,200.860000610352,204.229995727539,200.860000610352,204.229995727539,153200000,204.229995727539
"^GSPC",1985-12-05,204.229995727539,205.860000610352,203.789993286133,203.880004882812,1.81e+08,203.880004882812
"^GSPC",1985-12-06,203.880004882812,203.880004882812,202.449996948242,202.990005493164,125500000,202.990005493164
"^GSPC",1985-12-09,202.990005493164,204.649993896484,202.979995727539,204.25,1.44e+08,204.25
"^GSPC",1985-12-10,204.25,205.160003662109,203.679992675781,204.389999389648,156500000,204.389999389648
"^GSPC",1985-12-11,204.389999389648,206.679992675781,204.169998168945,206.309997558594,178500000,206.309997558594
"^GSPC",1985-12-12,206.309997558594,207.649993896484,205.830001831055,206.729995727539,170500000,206.729995727539
"^GSPC",1985-12-13,206.729995727539,210.309997558594,206.729995727539,209.940002441406,177900000,209.940002441406
"^GSPC",1985-12-16,209.940002441406,213.080001831055,209.910003662109,212.020004272461,1.76e+08,212.020004272461
"^GSPC",1985-12-17,212.020004272461,212.449996948242,210.580001831055,210.649993896484,155200000,210.649993896484
"^GSPC",1985-12-18,210.649993896484,211.229995727539,209.240005493164,209.809997558594,137900000,209.809997558594
"^GSPC",1985-12-19,209.809997558594,210.130004882812,209.25,210.020004272461,130200000,210.020004272461
"^GSPC",1985-12-20,210.020004272461,211.770004272461,210.020004272461,210.940002441406,170300000,210.940002441406
"^GSPC",1985-12-23,210.570007324219,210.940002441406,208.440002441406,208.570007324219,107900000,208.570007324219
"^GSPC",1985-12-24,208.570007324219,208.570007324219,206.440002441406,207.139999389648,78300000,207.139999389648
"^GSPC",1985-12-26,207.139999389648,207.759994506836,207.050003051758,207.649993896484,62050000,207.649993896484
"^GSPC",1985-12-27,207.649993896484,209.619995117188,207.649993896484,209.610000610352,81560000,209.610000610352
"^GSPC",1985-12-30,209.610000610352,210.699996948242,209.169998168945,210.679992675781,91970000,210.679992675781
"^GSPC",1985-12-31,210.679992675781,211.610000610352,210.679992675781,211.279998779297,112700000,211.279998779297
"^GSPC",1986-01-02,211.279998779297,211.279998779297,208.929992675781,209.589996337891,98960000,209.589996337891
"^GSPC",1986-01-03,209.589996337891,210.880004882812,209.509994506836,210.880004882812,1.05e+08,210.880004882812
"^GSPC",1986-01-06,210.880004882812,210.979995727539,209.929992675781,210.649993896484,99610000,210.649993896484
"^GSPC",1986-01-07,210.649993896484,213.800003051758,210.649993896484,213.800003051758,1.53e+08,213.800003051758
"^GSPC",1986-01-08,213.800003051758,214.570007324219,207.490005493164,207.970001220703,180300000,207.970001220703
"^GSPC",1986-01-09,207.970001220703,207.970001220703,204.509994506836,206.110000610352,176500000,206.110000610352
"^GSPC",1986-01-10,206.110000610352,207.330001831055,205.520004272461,205.960006713867,122800000,205.960006713867
"^GSPC",1986-01-13,205.960006713867,206.830001831055,205.520004272461,206.720001220703,108700000,206.720001220703
"^GSPC",1986-01-14,206.720001220703,207.369995117188,206.059997558594,206.639999389648,113900000,206.639999389648
"^GSPC",1986-01-15,206.639999389648,208.270004272461,206.639999389648,208.259994506836,122400000,208.259994506836
"^GSPC",1986-01-16,208.259994506836,209.179992675781,207.610000610352,209.169998168945,130500000,209.169998168945
